,property_id,property_type,price,city,province_name,latitude,longitude,baths,bedrooms,date_added,agency,agent,Total_Area,year,month,date
158619,17304977,House,11100000,Karachi,Sindh,25.004868,67.041096,3,3,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",17424.064,2019,7,2019-07-01
158620,17304984,House,12100000,Karachi,Sindh,25.004868,67.041096,3,3,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",26136.096,2019,7,2019-07-01
158621,17305008,House,10200000,Karachi,Sindh,25.004868,67.041096,3,3,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",17424.064,2019,7,2019-07-01
158622,17305030,House,8000000,Karachi,Sindh,25.004868,67.041096,2,2,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158623,17305044,House,7700000,Karachi,Sindh,25.004868,67.041096,2,2,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158625,17305062,House,7900000,Karachi,Sindh,25.004868,67.041096,2,2,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158626,17305103,House,15000000,Karachi,Sindh,24.97466,67.054667,4,4,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158627,17305139,Flat,6500000,Karachi,Sindh,24.916721,67.031622,2,2,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158628,17305140,Flat,10000000,Karachi,Sindh,24.898465,67.0625,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,16879.561999999998,2019,7,2019-07-01
158629,17305143,Flat,4500000,Karachi,Sindh,24.916721,67.031622,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158630,17305144,Flat,4500000,Karachi,Sindh,24.916721,67.031622,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158631,17305149,House,18000000,Karachi,Sindh,24.961242,67.056011,4,4,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158632,17305150,Flat,6000000,Karachi,Sindh,24.88084,67.041705,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158633,17305151,Flat,6000000,Karachi,Sindh,24.88084,67.041705,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158634,17305152,Flat,6500000,Karachi,Sindh,24.916721,67.031622,2,2,2019-07-16,Haroon Estate,M. Hanif Haroon,1089.004,2019,7,2019-07-01
158635,17305153,Flat,10000000,Karachi,Sindh,24.916643,67.096539,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,16879.561999999998,2019,7,2019-07-01
158636,17305157,Flat,4500000,Karachi,Sindh,24.878194,67.040152,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,16879.561999999998,2019,7,2019-07-01
158637,17305160,Flat,4500000,Karachi,Sindh,24.878194,67.040152,3,3,2019-07-16,Haroon Estate,M. Hanif Haroon,16879.561999999998,2019,7,2019-07-01
158638,17305171,House,18000000,Karachi,Sindh,24.965828,67.062514,4,4,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158639,17305179,Lower Portion,8000000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158640,17305180,Upper Portion,7500000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158641,17305181,Upper Portion,8000000,Karachi,Sindh,24.929408,67.08071,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158642,17305182,Lower Portion,5500000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",7623.027999999999,2019,7,2019-07-01
158643,17305183,Upper Portion,5300000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",7623.027999999999,2019,7,2019-07-01
158644,17305185,House,14500000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158645,17305186,House,15000000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158646,17305187,House,21000000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158647,17305188,House,16000000,Karachi,Sindh,24.937736,67.080152,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158648,17305204,House,8000000,Karachi,Sindh,25.004868,67.041096,2,2,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158649,17305208,House,21000000,Karachi,Sindh,25.005301,67.30881,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,2178.008,2019,7,2019-07-01
158650,17305211,House,11000000,Karachi,Sindh,25.004868,67.041096,3,3,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",17424.064,2019,7,2019-07-01
158651,17305223,House,20000000,Karachi,Sindh,25.005301,67.30881,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,2178.008,2019,7,2019-07-01
158652,17305224,House,18500000,Karachi,Sindh,25.005301,67.30881,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,2178.008,2019,7,2019-07-01
158653,17305233,House,15000000,Karachi,Sindh,25.009119,67.307179,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,1633.506,2019,7,2019-07-01
158654,17305240,House,14000000,Karachi,Sindh,25.009119,67.307179,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,1633.506,2019,7,2019-07-01
158655,17305252,House,13500000,Karachi,Sindh,25.009119,67.307179,3,3,2019-07-16,Search Property Consultants,Rizwan Ahmed Khokhar,1633.506,2019,7,2019-07-01
158656,17305332,House,9200000,Karachi,Sindh,25.113565,67.353811,3,3,2019-07-16,ZPN Real Estate & Builders,Farooq,25591.594,2019,7,2019-07-01
158657,17305340,Flat,5500000,Karachi,Sindh,25.013015,67.314401,2,2,2019-07-16,ZPN Real Estate & Builders,Farooq,11434.542,2019,7,2019-07-01
158658,17305348,Flat,12200000,Karachi,Sindh,25.013015,67.314401,3,3,2019-07-16,ZPN Real Estate & Builders,Farooq,3267.012,2019,7,2019-07-01
158659,17305452,House,14500000,Karachi,Sindh,24.966616,67.050978,4,4,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158660,17305462,House,18000000,Karachi,Sindh,24.953829,67.062029,4,4,2019-07-17,Hafsa Real Estate & Marketing,"Asif Niaz, Mohammad Rashid",13068.048,2019,7,2019-07-01
158661,17305473,House,10000000,Karachi,Sindh,24.964623,67.168558,2,2,2019-07-17,Bismillah Enterprises,Fida Hussain,13068.048,2019,7,2019-07-01
158662,17305478,House,13000000,Karachi,Sindh,24.964623,67.168558,4,4,2019-07-17,Bismillah Enterprises,Fida Hussain,13068.048,2019,7,2019-07-01
158663,17305489,House,9500000,Karachi,Sindh,24.964623,67.168558,2,2,2019-07-17,Bismillah Enterprises,Fida Hussain,13068.048,2019,7,2019-07-01
158664,17305490,House,27500000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158665,17305498,House,27000000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158666,17305499,House,26500000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158667,17305503,House,26000000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158668,17305504,House,25500000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158669,17305505,House,25000000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,26136.096,2019,7,2019-07-01
158670,17305508,House,38000000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-17,Bismillah Enterprises,Fida Hussain,4356.016,2019,7,2019-07-01
158671,17305524,Flat,5500000,Karachi,Sindh,24.928318,67.092855,2,2,2019-07-17,Vision Real Estate,Mohmmad Shazib,8712.032,2019,7,2019-07-01
158672,17305534,Upper Portion,3200000,Karachi,Sindh,24.903253,67.052279,2,3,2019-07-17,Vision Real Estate,Mohmmad Shazib,8712.032,2019,7,2019-07-01
158673,17305548,Flat,2500000,Karachi,Sindh,24.903253,67.052279,1,1,2019-07-17,Vision Real Estate,Mohmmad Shazib,544.502,2019,7,2019-07-01
158674,17305560,Flat,2200000,Karachi,Sindh,24.903253,67.052279,1,2,2019-07-17,Vision Real Estate,Mohmmad Shazib,4900.518,2019,7,2019-07-01
158675,17305580,Flat,2200000,Karachi,Sindh,24.903253,67.052279,1,2,2019-07-17,Vision Real Estate,Mohmmad Shazib,4900.518,2019,7,2019-07-01
158676,17305600,Flat,2500000,Karachi,Sindh,24.903253,67.052279,1,1,2019-07-17,Vision Real Estate,Mohmmad Shazib,544.502,2019,7,2019-07-01
158677,17305613,House,27500000,Karachi,Sindh,24.954046,67.112567,0,8,2019-07-16,Arif Qadri Associates,Ali Akber Loya,2178.008,2019,7,2019-07-01
158678,17305614,House,7000000,Karachi,Sindh,25.001225,67.129212,0,2,2019-07-16,Arif Qadri Associates,Ali Akber Loya,13068.048,2019,7,2019-07-01
158679,17305647,Upper Portion,3200000,Karachi,Sindh,24.903253,67.052279,2,3,2019-07-17,Vision Real Estate,Mohmmad Shazib,8712.032,2019,7,2019-07-01
158680,17305648,Flat,15000000,Karachi,Sindh,24.874922,67.057322,2,2,2019-07-17,Property Point Karachi,Hamza,12795.797,2019,7,2019-07-01
158681,17305653,Flat,14000000,Karachi,Sindh,24.88776,67.076926,2,2,2019-07-17,Property Point Karachi,Hamza,11979.043999999998,2019,7,2019-07-01
158682,17305657,Flat,15000000,Karachi,Sindh,24.871155,67.059571,2,2,2019-07-17,Property Point Karachi,Hamza,11979.043999999998,2019,7,2019-07-01
158683,17305659,Flat,9700000,Karachi,Sindh,24.88084,67.041705,2,2,2019-07-17,Property Point Karachi,Hamza,9801.036,2019,7,2019-07-01
158684,17305663,Flat,12000000,Karachi,Sindh,24.884062,67.066083,2,2,2019-07-17,Property Point Karachi,Hamza,11979.043999999998,2019,7,2019-07-01
158685,17305667,Flat,12000000,Karachi,Sindh,24.88084,67.041705,2,2,2019-07-17,Property Point Karachi,Hamza,11979.043999999998,2019,7,2019-07-01
158686,17305669,Upper Portion,25000000,Karachi,Sindh,24.882174,67.067306,3,3,2019-07-17,Property Point Karachi,Hamza,19329.821,2019,7,2019-07-01
158687,17305673,Upper Portion,23000000,Karachi,Sindh,24.882174,67.067306,3,3,2019-07-17,Property Point Karachi,Hamza,19329.821,2019,7,2019-07-01
158688,17305677,Flat,5500000,Karachi,Sindh,24.928318,67.092855,2,2,2019-07-17,Vision Real Estate,Mohmmad Shazib,8712.032,2019,7,2019-07-01
158689,17305678,Flat,26000000,Karachi,Sindh,24.88776,67.076926,3,3,2019-07-17,Property Point Karachi,Hamza,20691.076,2019,7,2019-07-01
158690,17305681,Flat,17500000,Karachi,Sindh,24.88776,67.076926,3,3,2019-07-17,Property Point Karachi,Hamza,19329.821,2019,7,2019-07-01
158691,17305688,Flat,23500000,Karachi,Sindh,24.88776,67.076926,3,3,2019-07-17,Property Point Karachi,Hamza,19329.821,2019,7,2019-07-01
158692,17305721,Flat,16500000,Karachi,Sindh,24.884062,67.066083,3,3,2019-07-17,Property Point Karachi,Hamza,19329.821,2019,7,2019-07-01
158693,17305726,Upper Portion,35000000,Karachi,Sindh,24.871447,67.058573,4,4,2019-07-17,Property Point Karachi,Hamza,2178.008,2019,7,2019-07-01
158694,17305735,Flat,33000000,Karachi,Sindh,24.874922,67.057322,4,4,2019-07-17,Property Point Karachi,Hamza,36209.383,2019,7,2019-07-01
158695,17305742,Upper Portion,30000000,Karachi,Sindh,24.884539,67.026494,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158696,17305746,Lower Portion,35000000,Karachi,Sindh,24.884062,67.066083,4,4,2019-07-17,Property Point Karachi,Hamza,3267.012,2019,7,2019-07-01
158697,17305752,Flat,40000000,Karachi,Sindh,24.874922,67.057322,4,4,2019-07-17,Property Point Karachi,Hamza,3267.012,2019,7,2019-07-01
158698,17305757,Upper Portion,35000000,Karachi,Sindh,24.880013,67.057285,4,4,2019-07-17,Property Point Karachi,Hamza,2994.7609999999995,2019,7,2019-07-01
158699,17305781,Upper Portion,28500000,Karachi,Sindh,24.880013,67.057285,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158700,17305786,Upper Portion,42500000,Karachi,Sindh,24.880013,67.057285,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158701,17305792,Upper Portion,28500000,Karachi,Sindh,24.884539,67.026494,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158702,17305795,Upper Portion,31500000,Karachi,Sindh,24.884539,67.026494,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158703,17305803,Upper Portion,30000000,Karachi,Sindh,24.882174,67.067306,4,4,2019-07-17,Property Point Karachi,Hamza,26680.598,2019,7,2019-07-01
158704,17306119,House,25000000,Karachi,Sindh,24.964623,67.168558,6,6,2019-07-16,Al Rehan Estate,Faisal Shehzad,26136.096,2019,7,2019-07-01
158705,17306129,House,8000000,Karachi,Sindh,24.9052,67.187483,2,2,2019-07-16,Best Way Property Advisor,Aamir Ali,13068.048,2019,7,2019-07-01
158706,17306134,House,7500000,Karachi,Sindh,24.904388,67.204522,2,2,2019-07-16,Best Way Property Advisor,Aamir Ali,13068.048,2019,7,2019-07-01
158707,17306137,House,12500000,Karachi,Sindh,24.902505,67.201823,7,7,2019-07-16,Best Way Property Advisor,Aamir Ali,13068.048,2019,7,2019-07-01
158708,17306141,Flat,1700000,Karachi,Sindh,24.903253,67.052279,2,2,2019-07-16,Best Way Property Advisor,Aamir Ali,4900.518,2019,7,2019-07-01
158709,17306146,House,3200000,Karachi,Sindh,24.882302,67.184677,2,2,2019-07-16,Best Way Property Advisor,Aamir Ali,4356.016,2019,7,2019-07-01
158710,17306155,House,7500000,Karachi,Sindh,24.884568,67.183878,4,4,2019-07-16,Best Way Property Advisor,Aamir Ali,8712.032,2019,7,2019-07-01
158711,17306157,Flat,7500000,Karachi,Sindh,24.911726,67.098014,3,3,2019-07-16,Best Way Property Advisor,Aamir Ali,13340.299,2019,7,2019-07-01
158712,17306240,House,2500000,Karachi,Sindh,25.047473,67.094235,3,3,2019-07-17,Taqwa Real Estate,Saqib Haider,13068.048,2019,7,2019-07-01
158713,17306242,House,1300000,Karachi,Sindh,25.047473,67.094235,2,2,2019-07-17,Taqwa Real Estate,Saqib Haider,13068.048,2019,7,2019-07-01
158715,17305177,Upper Portion,20000,Karachi,Sindh,24.931276,67.074873,2,2,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158716,17305178,Upper Portion,18000,Karachi,Sindh,24.931276,67.074873,2,2,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158717,17305189,Upper Portion,28000,Karachi,Sindh,24.931276,67.074873,2,2,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158718,17305190,Upper Portion,26000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158719,17305191,Lower Portion,23000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158720,17305192,Lower Portion,23000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158721,17305193,Upper Portion,23000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",13068.048,2019,7,2019-07-01
158722,17305194,Upper Portion,16000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",6534.023999999999,2019,7,2019-07-01
158723,17305195,Upper Portion,16000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",6534.023999999999,2019,7,2019-07-01
158724,17305196,Upper Portion,12000,Karachi,Sindh,24.931276,67.074873,0,0,2019-07-16,Al Hassan Real Estate,"Abdul Wahab, Imran",6534.023999999999,2019,7,2019-07-01
158725,17306131,House,300000,Islamabad,Islamabad Capital,33.713131,73.038383,7,6,2019-07-16,5 Zones Associates,Muhammad Imran,5445.0,2019,7,2019-07-01
158726,17306280,Upper Portion,75000,Islamabad,Islamabad Capital,33.679211,72.988787,4,4,2019-07-16,Eagle Real Estate,Imran Ali,70785.0,2019,7,2019-07-01
158727,17306286,Upper Portion,160000,Islamabad,Islamabad Capital,33.72334,73.051171,3,3,2019-07-16,Business Links,Umar Abdullah,5445.0,2019,7,2019-07-01
158728,17306326,House,250000,Islamabad,Islamabad Capital,33.713131,73.038383,6,5,2019-07-16,5 Zones Associates,Muhammad Imran,5445.0,2019,7,2019-07-01
158729,17306423,House,9500000,Islamabad,Islamabad Capital,33.635399,73.032571,4,6,2019-07-16,Dream Land Marketing,Raheem,1089.004,2019,7,2019-07-01
158730,17306445,Flat,4200000,Islamabad,Islamabad Capital,33.637489,72.972193,1,1,2019-07-16,10 Star Enterprises,Abdul Basil,816.7529999999999,2019,7,2019-07-01
158731,17306635,Flat,4000000,Islamabad,Islamabad Capital,33.5244025,73.1469834,2,2,2019-07-16,AL Askari Enterprises,Raja Waqar,9801.036,2019,7,2019-07-01
158732,17306776,House,9500000,Islamabad,Islamabad Capital,33.64759441,73.15488331,5,4,2019-07-16,Husnain Real Estate Consultants,Hasnain Real Estate,15246.056,2019,7,2019-07-01
158733,17306782,House,12000000,Islamabad,Islamabad Capital,33.609044,72.972085,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158734,17306783,House,14000000,Islamabad,Islamabad Capital,33.605863,72.96582,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",18240.817,2019,7,2019-07-01
158735,17306784,House,11500000,Islamabad,Islamabad Capital,33.605863,72.96582,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158736,17306785,House,12500000,Islamabad,Islamabad Capital,33.605863,72.96582,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158737,17306786,House,16000000,Islamabad,Islamabad Capital,33.612564,72.960321,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",2178.008,2019,7,2019-07-01
158738,17306787,House,11000000,Islamabad,Islamabad Capital,33.612564,72.960321,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158739,17306788,House,12000000,Islamabad,Islamabad Capital,33.612564,72.960321,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158740,17306789,House,13800000,Islamabad,Islamabad Capital,33.617443,72.969296,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",15246.056,2019,7,2019-07-01
158741,17306790,House,22000000,Islamabad,Islamabad Capital,33.617443,72.969296,0,0,2019-07-16,Muhammadi Real Estate,"Ch. M. Waqas, Ch. M. Saeed",25319.343,2019,7,2019-07-01
158742,17307022,House,25000000,Islamabad,Islamabad Capital,33.679226,73.208234,6,4,2019-07-16,Swiss Property Pvt. Ltd,Umer Malik,2722.51,2019,7,2019-07-01
158743,17305032,House,28000,Faisalabad,Punjab,31.343192,73.064783,0,0,2019-07-17,Basal Real Estate,Rana Mudassar,1905.757,2019,7,2019-07-01
158744,17305033,House,18000,Faisalabad,Punjab,31.34583,73.068523,0,0,2019-07-17,Basal Real Estate,Rana Mudassar,1361.255,2019,7,2019-07-01
158748,17305848,Upper Portion,18000,Faisalabad,Punjab,31.429527,73.155627,0,2,2019-07-17,Al Nazeer Estate Agency,Ch. Ali Nisar Waraich,1361.255,2019,7,2019-07-01
158749,17306081,House,35000,Faisalabad,Punjab,31.429527,73.155627,0,3,2019-07-17,Al Nazeer Estate Agency,Ch. Ali Nisar Waraich,1361.255,2019,7,2019-07-01
158750,17306384,House,35000,Faisalabad,Punjab,31.379581,73.065255,0,0,2019-07-17,MA Estate Agency,Chaudhary Asif Warraich,1089.004,2019,7,2019-07-01
158751,17306388,House,36000,Faisalabad,Punjab,31.379581,73.065255,0,5,2019-07-17,MA Estate Agency,Chaudhary Asif Warraich,1089.004,2019,7,2019-07-01
158752,17306391,House,70000,Faisalabad,Punjab,31.379581,73.065255,0,0,2019-07-17,MA Estate Agency,Chaudhary Asif Warraich,4083.765,2019,7,2019-07-01
158753,17305217,House,70000,Rawalpindi,Punjab,33.555066,73.124753,3,3,2019-07-16,Euro Estate,Arshad Tanoli,3267.012,2019,7,2019-07-01
158754,17305237,Upper Portion,37000,Rawalpindi,Punjab,33.550408,73.115473,3,3,2019-07-16,Euro Estate,Arshad Tanoli,2722.51,2019,7,2019-07-01
158755,17305266,Upper Portion,37000,Rawalpindi,Punjab,33.550408,73.115473,3,3,2019-07-16,Euro Estate,Arshad Tanoli,2722.51,2019,7,2019-07-01
158756,17305299,Lower Portion,30000,Rawalpindi,Punjab,33.55892,73.118649,2,2,2019-07-16,Euro Estate,Arshad Tanoli,2722.51,2019,7,2019-07-01
158757,17305651,House,50000,Rawalpindi,Punjab,33.543004,73.067576,3,3,2019-07-17,Usman Property & Builders,"Malik Aamir, Zafar Iqbal",2722.51,2019,7,2019-07-01
158758,17305668,House,55000,Rawalpindi,Punjab,33.543004,73.067576,4,4,2019-07-17,Usman Property & Builders,"Malik Aamir, Zafar Iqbal",2722.51,2019,7,2019-07-01
158759,17305685,House,60000,Rawalpindi,Punjab,33.543004,73.067576,5,5,2019-07-17,Usman Property & Builders,"Malik Aamir, Zafar Iqbal",2722.51,2019,7,2019-07-01
158760,17306130,Flat,50000,Rawalpindi,Punjab,33.555451,73.138218,1,1,2019-07-17,Kingz Real Estate & Builders,Asad Naeem,10345.538,2019,7,2019-07-01
158761,17306148,Flat,65000,Rawalpindi,Punjab,33.555451,73.138218,2,2,2019-07-17,Kingz Real Estate & Builders,Asad Naeem,1633.506,2019,7,2019-07-01
158762,17306218,Flat,45000,Rawalpindi,Punjab,33.555451,73.138218,2,1,2019-07-17,Kingz Real Estate & Builders,nabi hussain turi,10345.538,2019,7,2019-07-01
158763,17306422,House,2200000,Lahore,Punjab,31.575684,74.423604,2,2,2019-07-17,Butt Property Centre,Syed Zameer Hussain,544.502,2019,7,2019-07-01
158764,17306441,House,10500000,Lahore,Punjab,31.393209,74.175897,3,3,2019-07-16,Noble Real Estate & Developers,Muhammad Sohail Virk,1361.255,2019,7,2019-07-01
158765,17306443,House,20500000,Lahore,Punjab,31.436646,74.267135,5,5,2019-07-17,Omair Estate & Builders,Zahid Rashid Toor,2722.51,2019,7,2019-07-01
158766,17306476,House,17500000,Lahore,Punjab,31.435035,74.264131,5,5,2019-07-17,Omair Estate & Builders,Zahid Rashid Toor,2722.51,2019,7,2019-07-01
158767,17306499,House,6000000,Lahore,Punjab,31.56712,74.413107,2,4,2019-07-17,Butt Property Centre,Syed Zameer Hussain,1361.255,2019,7,2019-07-01
158768,17306502,House,6100000,Lahore,Punjab,31.56712,74.413107,2,4,2019-07-17,Butt Property Centre,Syed Zameer Hussain,1361.255,2019,7,2019-07-01
